mltype	description	bettype	kumiban	betcount_daily	betcnt	hitcnt	betamt	hitamt	incomeamt	hitrate	incomerate	totalrate	pattern_cnt_avg	hitamt_bias_rate	hit_bet_slope_rate	minus_days	plus_days	minus_changed_count	plus_changed_count	minus_days_rate	incomeamtslpoe_percent	recoverplus_percent	betcnt_percent	hitrate_percent	incomerate_percent	minus_days_percent	linear_incomeamt_slope	recover_success_rate	recover_fail_rate	recover_plus_rate	recover_minus_rate	condition	hitamt_sum_under	hitamt_sum_over	hitamt_mod	hitamt_percent	range_oddsrank	range_odds	range_totalrate	range_hitrate	range_incomerate	range_biasrate	range_minusdaysrate	max_minuschangedcount	range_betcntlimit	isfinal	iscustom	updatetime
entry	203_2T_12-31	2T	12	12.15	1713	492	171300	158710	-12590	28.72	92.65	0	1.2	0.6	0	1217	496	11	11	0.71	1	1	1	0.3	1	1	-0.00435	0.01	0.12	0.03	0.05	1.00_1.00_1.00_0.30_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	99160	59550	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:48.316
entry	203_2T_12-31	2T	12	2.38	335	103	33500	32870	-630	30.75	98.12	0	1.03	0.5	0	291	44	7	6	0.87	1	1	1	0.4	0.1	1	-0.00078	0.03	0.14	0.02	0.03	1.00_1.00_1.00_0.40_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	21890	10980	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:52.418
entry	203_2T_12-31	2T	12	5.05	712	204	71200	67510	-3690	28.65	94.82	0	1.07	0.58	0	493	219	10	9	0.69	1	1	1	0.4	0.2	1	-0.00181	0.03	0.1	0.03	0.05	1.00_1.00_1.00_0.40_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	42620	24890	240	400	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:28:56.441
entry	203_2T_12-31	2T	12	7.04	992	281	99200	91050	-8150	28.33	91.78	0	1.09	0.57	0	733	259	14	14	0.74	1	1	1	0.4	0.3	1	-0.00312	0.02	0.13	0.02	0.03	1.00_1.00_1.00_0.40_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	57900	33150	240	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:00.538
entry	203_2T_12-31	2T	12	8.83	1245	343	124500	112190	-12310	27.55	90.11	0	1.14	0.59	0	1038	207	3	3	0.83	1	1	1	0.4	0.4	1	-0.00414	0.01	0.15	0.01	0.03	1.00_1.00_1.00_0.40_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	70560	41630	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:04.868
entry	203_2T_12-31	2T	12	10.28	1450	404	145000	132190	-12810	27.86	91.17	0	1.16	0.58	0	1212	238	1	1	0.84	1	1	1	0.4	0.5	1	-0.00419	0.02	0.15	0.01	0.02	1.00_1.00_1.00_0.40_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	83850	48340	220	380	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:29:09.305
entry	203_2T_12-31	2T	13	5.65	796	182	79600	77220	-2380	22.86	97.01	0	1.09	0.63	0	739	57	5	5	0.93	1	1	1	0.7	0.2	1	-0.00043	0.03	0.11	0.01	0.04	1.00_1.00_1.00_0.70_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	47250	29970	230	540	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:44:56.389
entry	203_2T_12-31	2T	13	16.48	2324	513	232400	207970	-24430	22.07	89.49	0	1.34	0.63	0	2273	51	11	10	0.98	1	1	1	0.7	0.7	1	-0.00555	0.01	0.14	0.01	0.02	1.00_1.00_1.00_0.70_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	127250	80720	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:18.544
entry	203_2T_12-31	2T	13	18.05	2545	552	254500	225280	-29220	21.69	88.52	0	1.39	0.64	0	2213	332	8	8	0.87	1	1	1	0.7	0.8	1	-0.00699	0.01	0.14	0	0.02	1.00_1.00_1.00_0.70_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	137140	88140	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:23.625
entry	203_2T_12-31	2T	13	19.23	2711	597	271100	241210	-29890	22.02	88.97	0	1.42	0.62	0	2466	245	7	7	0.91	1	1	1	0.7	0.9	1	-0.00698	0.01	0.14	0.01	0.03	1.00_1.00_1.00_0.70_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	148440	92770	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:28.313
entry	203_2T_12-31	2T	13	20.11	2835	623	283500	250760	-32740	21.98	88.45	0	1.47	0.62	0	2636	199	12	12	0.93	1	1	1	0.7	1	1	-0.00788	0.01	0.15	0	0.01	1.00_1.00_1.00_0.70_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	154750	96010	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:33.131
entry	203_2T_12-31	2T	13	2.99	421	98	42100	45500	3400	23.28	108.08	0	1.04	0.74	0	48	373	4	5	0.11	1	1	1	0.8	0.1	1	0.00078	0.04	0.05	0.03	0.08	1.00_1.00_1.00_0.80_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	26130	19370	230	570	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:37.461
entry	203_2T_12-31	2T	13	5.97	842	193	84200	81100	-3100	22.92	96.32	0	1.09	0.61	0	798	44	3	3	0.95	1	1	1	0.8	0.2	1	-0.00069	0.02	0.11	0.02	0.04	1.00_1.00_1.00_0.80_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	50440	30660	230	540	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:41.423
entry	203_2T_12-31	2T	13	8.74	1232	286	123200	116090	-7110	23.21	94.23	0	1.14	0.63	0	1201	31	9	8	0.97	1	1	1	0.8	0.3	1	-0.00097	0.01	0.13	0.01	0.03	1.00_1.00_1.00_0.80_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	71270	44820	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:45.417
entry	203_2T_12-31	2T	13	11.38	1604	358	160400	144600	-15800	22.32	90.15	0	1.19	0.62	0	1531	73	7	6	0.95	1	1	1	0.8	0.4	1	-0.00301	0.01	0.14	0.01	0.02	1.00_1.00_1.00_0.80_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	89380	55220	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:50.085
entry	203_2T_12-31	2T	13	13.69	1930	417	193000	166000	-27000	21.61	86.01	0	1.25	0.59	0	1913	17	2	1	0.99	1	1	1	0.8	0.5	1	-0.00537	0	0.15	0.01	0.01	1.00_1.00_1.00_0.80_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	104220	61780	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:54.990
entry	203_2T_12-31	2T	13	15.62	2202	478	220200	191910	-28290	21.71	87.15	0	1.31	0.63	0	2174	28	3	2	0.99	1	1	1	0.8	0.6	1	-0.00615	0	0.15	0.01	0.01	1.00_1.00_1.00_0.80_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	117730	74180	250	490	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:45:59.928
entry	203_2T_12-31	2T	13	17.43	2457	538	245700	217030	-28670	21.9	88.33	0	1.37	0.63	0	2438	19	2	1	0.99	1	1	1	0.8	0.7	1	-0.00645	0.01	0.15	0	0.01	1.00_1.00_1.00_0.80_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	133520	83510	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:04.471
entry	203_2T_12-31	2T	13	19.06	2687	583	268700	238100	-30600	21.7	88.61	0	1.43	0.65	0	2343	344	14	14	0.87	1	1	1	0.8	0.8	1	-0.00746	0	0.15	0	0.01	1.00_1.00_1.00_0.80_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	144100	94000	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:08.948
entry	203_2T_12-31	2T	13	20.47	2886	631	288600	254890	-33710	21.86	88.32	0	1.49	0.65	0	2755	131	12	12	0.95	1	1	1	0.8	0.9	1	-0.00807	0	0.15	0.01	0.01	1.00_1.00_1.00_0.80_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	154280	100610	250	490	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:13.331
entry	203_2T_12-31	2T	13	21.5	3032	657	303200	265030	-38170	21.67	87.41	0	1.54	0.62	0	2993	39	7	7	0.99	1	1	1	0.8	1	1	-0.00918	0.01	0.15	0	0.01	1.00_1.00_1.00_0.80_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	163750	101280	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:17.860
entry	203_2T_12-31	2T	13	3.22	454	102	45400	47540	2140	22.47	104.71	0	1.05	0.72	0	81	373	5	6	0.18	1	1	1	0.9	0.1	1	0.0004	0.05	0.07	0.02	0.05	1.00_1.00_1.00_0.90_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	27580	19960	230	570	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:22.313
entry	203_2T_12-31	2T	13	6.35	896	201	89600	86530	-3070	22.43	96.57	0	1.11	0.63	0	861	35	2	2	0.96	1	1	1	0.9	0.2	1	-0.00056	0.02	0.13	0.01	0.02	1.00_1.00_1.00_0.90_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	53160	33370	230	540	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:26.775
entry	203_2T_12-31	2T	13	9.29	1310	296	131000	120850	-10150	22.6	92.25	0	1.15	0.61	0	1294	16	5	4	0.99	1	1	1	0.9	0.3	1	-0.00156	0.01	0.13	0.01	0.02	1.00_1.00_1.00_0.90_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	75240	45610	250	520	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:31.363
entry	203_2T_12-31	2T	13	12.11	1707	375	170700	152560	-18140	21.97	89.37	0	1.22	0.62	0	1683	24	4	3	0.99	1	1	1	0.9	0.4	1	-0.00381	0	0.14	0.01	0.02	1.00_1.00_1.00_0.90_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	93910	58650	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:35.470
entry	203_2T_12-31	2T	13	14.46	2039	436	203900	174380	-29520	21.38	85.52	0	1.29	0.6	0	2022	17	2	1	0.99	1	1	1	0.9	0.5	1	-0.00617	0.01	0.15	0	0.01	1.00_1.00_1.00_0.90_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	108740	65640	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:39.731
entry	203_2T_12-31	2T	13	16.5	2326	503	232600	203470	-29130	21.63	87.48	0	1.35	0.62	0	2303	23	2	1	0.99	1	1	1	0.9	0.6	1	-0.00655	0	0.15	0	0.01	1.00_1.00_1.00_0.90_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	125670	77800	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:44.267
entry	203_2T_12-31	2T	13	18.38	2592	562	259200	227970	-31230	21.68	87.95	0	1.42	0.63	0	2572	20	2	1	0.99	1	1	1	0.9	0.7	1	-0.00713	0	0.16	0	0.01	1.00_1.00_1.00_0.90_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	139480	88490	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:48.574
entry	203_2T_12-31	2T	13	20.1	2834	612	283400	252950	-30450	21.59	89.26	0	1.48	0.66	0	2553	281	11	11	0.9	1	1	1	0.9	0.8	1	-0.00763	0	0.15	0	0.01	1.00_1.00_1.00_0.90_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	152000	100950	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:53.128
entry	203_2T_12-31	2T	13	21.55	3038	660	303800	270010	-33790	21.72	88.88	0	1.55	0.65	0	2970	68	5	5	0.98	1	1	1	0.9	0.9	1	-0.00817	0	0.16	0	0.01	1.00_1.00_1.00_0.90_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	163860	106150	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:46:58.049
entry	203_2T_12-31	2T	13	22.76	3209	690	320900	282440	-38460	21.5	88.01	0	1.62	0.65	0	3189	20	2	2	0.99	1	1	1	0.9	1	1	-0.00922	0	0.16	0	0	1.00_1.00_1.00_0.90_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	171170	111270	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:03.215
entry	203_2T_12-31	2T	13	3.33	469	107	46900	48880	1980	22.81	104.22	0	1.06	0.69	0	98	371	9	10	0.21	1	1	1	1	0.1	1	0.00038	0.06	0.07	0.01	0.04	1.00_1.00_1.00_1.00_0.10_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	28920	19960	230	570	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:07.806
entry	203_2T_12-31	2T	13	6.63	935	211	93500	91280	-2220	22.57	97.63	0	1.12	0.64	0	896	39	3	3	0.96	1	1	1	1	0.2	1	-0.00025	0.02	0.12	0.01	0.03	1.00_1.00_1.00_1.00_0.20_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	55700	35580	200	540	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:12.028
entry	203_2T_12-31	2T	13	9.94	1401	314	140100	128980	-11120	22.41	92.06	0	1.17	0.61	0	1395	6	3	2	1	1	1	1	1	0.3	1	-0.00138	0.01	0.14	0.01	0.01	1.00_1.00_1.00_1.00_0.30_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	80240	48740	250	520	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:16.183
entry	203_2T_12-31	2T	13	12.8	1805	394	180500	162830	-17670	21.83	90.21	0	1.23	0.63	0	1780	25	5	4	0.99	1	1	1	1	0.4	1	-0.00334	0.01	0.14	0.01	0.01	1.00_1.00_1.00_1.00_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	100110	62720	250	520	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:20.500
entry	203_2T_12-31	2T	13	15.26	2152	455	215200	184990	-30210	21.14	85.96	0	1.31	0.62	0	2147	5	2	1	1	1	1	1	1	0.5	1	-0.00596	0.01	0.14	0.01	0.01	1.00_1.00_1.00_1.00_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	113950	71040	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:24.882
entry	203_2T_12-31	2T	13	17.33	2443	521	244300	212300	-32000	21.33	86.9	0	1.39	0.64	0	2428	15	2	1	0.99	1	1	1	1	0.6	1	-0.00675	0	0.15	0	0.01	1.00_1.00_1.00_1.00_0.60_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	129840	82460	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:29.274
entry	203_2T_12-31	2T	13	19.25	2714	580	271400	236230	-35170	21.37	87.04	0	1.46	0.64	0	2704	10	3	2	1	1	1	1	1	0.7	1	-0.00763	0	0.16	0	0.01	1.00_1.00_1.00_1.00_0.70_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	144250	91980	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:33.923
entry	203_2T_12-31	2T	13	20.98	2958	631	295800	261580	-34220	21.33	88.43	0	1.53	0.67	0	2788	170	9	9	0.94	1	1	1	1	0.8	1	-0.00817	0	0.15	0	0.01	1.00_1.00_1.00_1.00_0.80_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	156570	105010	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:39.564
entry	203_2T_12-31	2T	13	22.48	3170	682	317000	279390	-37610	21.51	88.14	0	1.61	0.64	0	3138	32	5	5	0.99	1	1	1	1	0.9	1	-0.00862	0	0.15	0	0.01	1.00_1.00_1.00_1.00_0.90_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	169970	109420	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:45.849
entry	203_2T_12-31	2T	13	23.73	3346	713	334600	293570	-41030	21.31	87.74	0	1.69	0.66	0	3314	32	5	5	0.99	1	1	1	1	1	1	-0.00968	0	0.15	0	0	1.00_1.00_1.00_1.00_1.00_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	177280	116290	250	500	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:47:51.779
entry	203_2T_12-31	2T	13	11.5	1621	352	162100	141500	-20600	21.71	87.29	0	1.2	0.62	0	1600	21	2	1	0.99	1	1	1	0.6	0.5	1	-0.00434	0.01	0.14	0.01	0.02	1.00_1.00_1.00_0.60_0.50_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	87340	54160	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:44:24.704
entry	203_2T_12-31	2T	13	9.61	1355	304	135500	122920	-12580	22.44	90.72	0	1.15	0.63	0	1190	165	8	7	0.88	1	1	1	0.6	0.4	1	-0.00267	0.01	0.13	0.02	0.03	1.00_1.00_1.00_0.60_0.40_1.00_1~100_1.00~100.00_0.00~100.00_0.00~100.00_90.00~10000.00_0.00~100.00_0.00~100.00_10000_1~100000	75210	47710	250	510	"{1,100}"	"{1.00,100.00}"	"{0.00,100.00}"	"{0.00,100.00}"	"{90.00,10000.00}"	"{0.00,100.00}"	"{0.00,100.00}"	10000	"{1,100000}"	n	1	2019/08/09 4:44:20.583
